timestamp,user,event_type,ip
2025-08-23 03:56:58,charlie,login_success,192.168.0.2
2025-08-23 03:57:28,david,login_fail,192.168.0.17
2025-08-23 03:57:58,bob,login_fail,192.168.0.11
2025-08-23 03:58:28,bob,file_access,192.168.0.16
2025-08-23 03:58:58,charlie,config_change,192.168.0.15
2025-08-23 03:59:28,david,login_fail,192.168.0.9
2025-08-23 03:59:58,david,login_success,192.168.0.8
2025-08-23 04:00:28,david,login_fail,192.168.0.13
2025-08-23 04:00:58,charlie,login_success,192.168.0.11
2025-08-23 04:01:28,alice,file_access,192.168.0.10
2025-08-23 04:01:58,bob,login_success,192.168.0.9
2025-08-23 04:02:28,charlie,file_access,192.168.0.6
2025-08-23 04:02:58,charlie,login_fail,192.168.0.3
2025-08-23 04:03:28,charlie,file_access,192.168.0.5
2025-08-23 04:03:58,bob,file_access,192.168.0.14
2025-08-23 04:04:28,bob,login_fail,192.168.0.15
2025-08-23 04:04:58,charlie,login_success,192.168.0.2
2025-08-23 04:05:28,bob,login_success,192.168.0.5
2025-08-23 04:05:58,alice,login_success,192.168.0.19
2025-08-23 04:06:28,david,config_change,192.168.0.13
2025-08-23 04:06:58,alice,login_success,192.168.0.11
2025-08-23 04:07:28,bob,login_fail,192.168.0.8
2025-08-23 04:07:58,david,login_success,192.168.0.10
2025-08-23 04:08:28,david,login_success,192.168.0.17
2025-08-23 04:08:58,david,file_access,192.168.0.19
2025-08-23 04:09:28,david,login_success,192.168.0.5
2025-08-23 04:09:58,charlie,file_access,192.168.0.13
2025-08-23 04:10:28,alice,file_access,192.168.0.18
2025-08-23 04:10:58,david,file_access,192.168.0.10
2025-08-23 04:11:28,david,file_access,192.168.0.2
2025-08-23 04:11:58,bob,file_access,192.168.0.10
2025-08-23 04:12:28,alice,login_fail,192.168.0.15
2025-08-23 04:12:58,charlie,login_success,192.168.0.10
2025-08-23 04:13:28,david,login_fail,192.168.0.18
2025-08-23 04:13:58,charlie,config_change,192.168.0.5
2025-08-23 04:14:28,alice,login_success,192.168.0.18
2025-08-23 04:14:58,bob,config_change,192.168.0.9
2025-08-23 04:15:28,david,file_access,192.168.0.19
2025-08-23 04:15:58,charlie,login_success,192.168.0.19
2025-08-23 04:16:28,david,login_fail,192.168.0.8
2025-08-23 04:16:58,bob,file_access,192.168.0.2
2025-08-23 04:17:28,charlie,login_fail,192.168.0.11
2025-08-23 04:17:58,alice,login_success,192.168.0.6
2025-08-23 04:18:28,charlie,login_success,192.168.0.13
2025-08-23 04:18:58,bob,file_access,192.168.0.9
2025-08-23 04:19:28,david,login_fail,192.168.0.12
2025-08-23 04:19:58,bob,login_fail,192.168.0.12
2025-08-23 04:20:28,alice,login_success,192.168.0.8
2025-08-23 04:20:58,charlie,login_success,192.168.0.5
2025-08-23 04:21:28,alice,login_success,192.168.0.11
2025-08-23 04:21:58,charlie,config_change,192.168.0.17
2025-08-23 04:22:28,bob,config_change,192.168.0.4
2025-08-23 04:22:58,alice,file_access,192.168.0.19
2025-08-23 04:23:28,charlie,login_success,192.168.0.19
2025-08-23 04:23:58,alice,login_success,192.168.0.10
2025-08-23 04:24:28,bob,file_access,192.168.0.9
2025-08-23 04:24:58,alice,login_success,192.168.0.16
2025-08-23 04:25:28,bob,login_success,192.168.0.9
2025-08-23 04:25:58,alice,login_success,192.168.0.9
2025-08-23 04:26:28,bob,login_success,192.168.0.2
2025-08-23 04:26:58,charlie,login_success,192.168.0.16
2025-08-23 04:27:28,alice,file_access,192.168.0.17
2025-08-23 04:27:58,bob,file_access,192.168.0.3
2025-08-23 04:28:28,alice,login_success,192.168.0.2
2025-08-23 04:28:58,david,login_success,192.168.0.19
2025-08-23 04:29:28,alice,login_fail,192.168.0.19
2025-08-23 04:29:58,bob,login_success,192.168.0.5
2025-08-23 04:30:28,david,login_success,192.168.0.14
2025-08-23 04:30:58,charlie,config_change,192.168.0.3
2025-08-23 04:31:28,bob,config_change,192.168.0.10
2025-08-23 04:31:58,david,login_fail,192.168.0.16
2025-08-23 04:32:28,david,file_access,192.168.0.1
2025-08-23 04:32:58,david,config_change,192.168.0.17
2025-08-23 04:33:28,bob,config_change,192.168.0.9
2025-08-23 04:33:58,david,config_change,192.168.0.19
2025-08-23 04:34:28,alice,config_change,192.168.0.6
2025-08-23 04:34:58,bob,login_success,192.168.0.2
2025-08-23 04:35:28,charlie,file_access,192.168.0.11
2025-08-23 04:35:58,alice,login_success,192.168.0.9
2025-08-23 04:36:28,charlie,login_fail,192.168.0.2
2025-08-23 04:36:58,bob,file_access,192.168.0.15
2025-08-23 04:37:28,david,login_success,192.168.0.17
2025-08-23 04:37:58,bob,login_fail,192.168.0.14
2025-08-23 04:38:28,bob,login_success,192.168.0.19
2025-08-23 04:38:58,david,config_change,192.168.0.6
2025-08-23 04:39:28,charlie,login_fail,192.168.0.6
2025-08-23 04:39:58,alice,login_success,192.168.0.17
2025-08-23 04:40:28,alice,file_access,192.168.0.15
2025-08-23 04:40:58,david,login_fail,192.168.0.15
2025-08-23 04:41:28,charlie,login_success,192.168.0.11
2025-08-23 04:41:58,david,login_fail,192.168.0.13
2025-08-23 04:42:28,alice,config_change,192.168.0.15
2025-08-23 04:42:58,charlie,config_change,192.168.0.11
2025-08-23 04:43:28,charlie,config_change,192.168.0.3
2025-08-23 04:43:58,david,login_fail,192.168.0.18
2025-08-23 04:44:28,alice,login_success,192.168.0.1
2025-08-23 04:44:58,bob,login_success,192.168.0.17
2025-08-23 04:45:28,david,login_success,192.168.0.17
2025-08-23 04:45:58,david,file_access,192.168.0.13
2025-08-23 04:46:28,alice,login_fail,192.168.0.8
2025-08-23 04:46:58,charlie,config_change,192.168.0.17
2025-08-23 04:47:28,bob,login_success,192.168.0.19
2025-08-23 04:47:58,alice,login_success,192.168.0.3
2025-08-23 04:48:28,alice,file_access,192.168.0.6
2025-08-23 04:48:58,david,config_change,192.168.0.4
2025-08-23 04:49:28,charlie,login_fail,192.168.0.3
2025-08-23 04:49:58,david,config_change,192.168.0.9
2025-08-23 04:50:28,bob,config_change,192.168.0.7
2025-08-23 04:50:58,bob,login_success,192.168.0.16
2025-08-23 04:51:28,david,login_fail,192.168.0.13
2025-08-23 04:51:58,bob,login_fail,192.168.0.5
2025-08-23 04:52:28,bob,config_change,192.168.0.12
2025-08-23 04:52:58,david,config_change,192.168.0.17
2025-08-23 04:53:28,alice,login_success,192.168.0.5
2025-08-23 04:53:58,bob,login_fail,192.168.0.11
2025-08-23 04:54:28,bob,login_fail,192.168.0.5
2025-08-23 04:54:58,david,login_fail,192.168.0.16
2025-08-23 04:55:28,bob,config_change,192.168.0.19
2025-08-23 04:55:58,david,login_fail,192.168.0.1
2025-08-23 04:56:28,david,file_access,192.168.0.7
2025-08-23 04:56:58,david,login_fail,192.168.0.10
2025-08-23 04:57:28,david,config_change,192.168.0.6
2025-08-23 04:57:58,charlie,login_success,192.168.0.16
2025-08-23 04:58:28,alice,login_fail,192.168.0.12
2025-08-23 04:58:58,david,login_fail,192.168.0.6
2025-08-23 04:59:28,david,login_success,192.168.0.11
2025-08-23 04:59:58,alice,login_success,192.168.0.10
2025-08-23 05:00:28,david,config_change,192.168.0.4
2025-08-23 05:00:58,charlie,login_success,192.168.0.1
2025-08-23 05:01:28,alice,config_change,192.168.0.18
2025-08-23 05:01:58,david,config_change,192.168.0.11
2025-08-23 05:02:28,bob,login_fail,192.168.0.2
2025-08-23 05:02:58,alice,login_fail,192.168.0.13
2025-08-23 05:03:28,david,file_access,192.168.0.6
2025-08-23 05:03:58,david,file_access,192.168.0.14
2025-08-23 05:04:28,bob,login_fail,192.168.0.17
2025-08-23 05:04:58,charlie,login_success,192.168.0.6
2025-08-23 05:05:28,bob,config_change,192.168.0.18
2025-08-23 05:05:58,bob,login_fail,192.168.0.4
2025-08-23 05:06:28,charlie,file_access,192.168.0.15
2025-08-23 05:06:58,bob,login_fail,192.168.0.18
2025-08-23 05:07:28,alice,login_fail,192.168.0.17
2025-08-23 05:07:58,bob,login_success,192.168.0.1
2025-08-23 05:08:28,alice,login_success,192.168.0.10
2025-08-23 05:08:58,alice,login_success,192.168.0.9
2025-08-23 05:09:28,charlie,config_change,192.168.0.11
2025-08-23 05:09:58,charlie,file_access,192.168.0.12
2025-08-23 05:10:28,charlie,login_success,192.168.0.18
2025-08-23 05:10:58,bob,config_change,192.168.0.19
2025-08-23 05:11:28,david,file_access,192.168.0.6
2025-08-23 05:11:58,bob,file_access,192.168.0.14
2025-08-23 05:12:28,charlie,login_success,192.168.0.7
2025-08-23 05:12:58,bob,config_change,192.168.0.7
2025-08-23 05:13:28,david,config_change,192.168.0.16
2025-08-23 05:13:58,bob,file_access,192.168.0.12
2025-08-23 05:14:28,alice,config_change,192.168.0.11
2025-08-23 05:14:58,bob,login_success,192.168.0.12
2025-08-23 05:15:28,david,file_access,192.168.0.15
2025-08-23 05:15:58,alice,file_access,192.168.0.14
2025-08-23 05:16:28,david,login_fail,192.168.0.7
2025-08-23 05:16:58,david,config_change,192.168.0.8
2025-08-23 05:17:28,david,config_change,192.168.0.19
2025-08-23 05:17:58,bob,config_change,192.168.0.19
2025-08-23 05:18:28,bob,file_access,192.168.0.10
2025-08-23 05:18:58,alice,login_success,192.168.0.7
2025-08-23 05:19:28,david,login_fail,192.168.0.4
2025-08-23 05:19:58,david,login_fail,192.168.0.19
2025-08-23 05:20:28,charlie,login_success,192.168.0.1
2025-08-23 05:20:58,alice,login_fail,192.168.0.17
2025-08-23 05:21:28,david,login_fail,192.168.0.1
2025-08-23 05:21:58,bob,login_success,192.168.0.10
2025-08-23 05:22:28,david,login_fail,192.168.0.9
2025-08-23 05:22:58,david,config_change,192.168.0.19
2025-08-23 05:23:28,david,file_access,192.168.0.15
2025-08-23 05:23:58,alice,config_change,192.168.0.4
2025-08-23 05:24:28,bob,login_fail,192.168.0.17
2025-08-23 05:24:58,bob,config_change,192.168.0.1
2025-08-23 05:25:28,bob,login_success,192.168.0.2
2025-08-23 05:25:58,alice,login_fail,192.168.0.1
2025-08-23 05:26:28,david,login_success,192.168.0.12
2025-08-23 05:26:58,bob,login_success,192.168.0.18
2025-08-23 05:27:28,alice,login_success,192.168.0.5
2025-08-23 05:27:58,bob,file_access,192.168.0.16
2025-08-23 05:28:28,bob,config_change,192.168.0.3
2025-08-23 05:28:58,david,login_fail,192.168.0.8
2025-08-23 05:29:28,alice,config_change,192.168.0.7
2025-08-23 05:29:58,bob,file_access,192.168.0.2
2025-08-23 05:30:28,alice,login_success,192.168.0.19
2025-08-23 05:30:58,alice,login_success,192.168.0.17
2025-08-23 05:31:28,charlie,file_access,192.168.0.4
2025-08-23 05:31:58,david,config_change,192.168.0.19
2025-08-23 05:32:28,charlie,config_change,192.168.0.19
2025-08-23 05:32:58,charlie,login_fail,192.168.0.8
2025-08-23 05:33:28,alice,file_access,192.168.0.12
2025-08-23 05:33:58,bob,login_success,192.168.0.16
2025-08-23 05:34:28,alice,config_change,192.168.0.11
2025-08-23 05:34:58,bob,login_success,192.168.0.10
2025-08-23 05:35:28,alice,login_fail,192.168.0.3
2025-08-23 05:35:58,david,config_change,192.168.0.16
2025-08-23 05:36:28,david,login_fail,192.168.0.2
2025-08-23 05:36:58,david,login_success,192.168.0.7
2025-08-23 05:37:28,charlie,config_change,192.168.0.6
2025-08-23 05:37:58,bob,login_fail,192.168.0.5
2025-08-23 05:38:28,david,login_fail,192.168.0.10
2025-08-23 05:38:58,david,file_access,192.168.0.14
2025-08-23 05:39:28,david,login_fail,192.168.0.6
2025-08-23 05:39:58,charlie,login_fail,192.168.0.19
2025-08-23 05:40:28,charlie,login_fail,192.168.0.18
2025-08-23 05:40:58,alice,login_success,192.168.0.16
2025-08-23 05:41:28,david,login_fail,192.168.0.7
2025-08-23 05:41:58,alice,login_success,192.168.0.2
2025-08-23 05:42:28,alice,login_success,192.168.0.1
2025-08-23 05:42:58,david,config_change,192.168.0.12
2025-08-23 05:43:28,david,login_success,192.168.0.2
2025-08-23 05:43:58,charlie,config_change,192.168.0.1
2025-08-23 05:44:28,alice,login_success,192.168.0.11
2025-08-23 05:44:58,alice,login_success,192.168.0.2
2025-08-23 05:45:28,bob,login_success,192.168.0.9
2025-08-23 05:45:58,bob,file_access,192.168.0.6
2025-08-23 05:46:28,bob,config_change,192.168.0.11
2025-08-23 05:46:58,david,config_change,192.168.0.2
2025-08-23 05:47:28,bob,login_success,192.168.0.7
2025-08-23 05:47:58,bob,file_access,192.168.0.19
2025-08-23 05:48:28,charlie,login_fail,192.168.0.9
2025-08-23 05:48:58,alice,file_access,192.168.0.10
2025-08-23 05:49:28,charlie,login_success,192.168.0.5
2025-08-23 05:49:58,david,config_change,192.168.0.12
2025-08-23 05:50:28,david,login_success,192.168.0.13
2025-08-23 05:50:58,david,config_change,192.168.0.5
2025-08-23 05:51:28,alice,file_access,192.168.0.3
2025-08-23 05:51:58,bob,login_success,192.168.0.7
2025-08-23 05:52:28,bob,login_fail,192.168.0.9
2025-08-23 05:52:58,charlie,login_success,192.168.0.12
2025-08-23 05:53:28,alice,config_change,192.168.0.1
2025-08-23 05:53:58,david,login_fail,192.168.0.8
2025-08-23 05:54:28,bob,file_access,192.168.0.2
2025-08-23 05:54:58,david,login_fail,192.168.0.17
2025-08-23 05:55:28,david,file_access,192.168.0.15
2025-08-23 05:55:58,charlie,login_success,192.168.0.7
2025-08-23 05:56:28,alice,file_access,192.168.0.7
2025-08-23 05:56:58,david,login_success,192.168.0.15
2025-08-23 05:57:28,alice,file_access,192.168.0.4
2025-08-23 05:57:58,charlie,config_change,192.168.0.14
2025-08-23 05:58:28,charlie,login_fail,192.168.0.6
2025-08-23 05:58:58,david,login_success,192.168.0.7
2025-08-23 05:59:28,charlie,login_success,192.168.0.2
2025-08-23 05:59:58,bob,config_change,192.168.0.13
2025-08-23 06:00:28,david,file_access,192.168.0.19
2025-08-23 06:00:58,bob,file_access,192.168.0.14
2025-08-23 06:01:28,charlie,login_fail,192.168.0.13
2025-08-23 06:01:58,alice,login_success,192.168.0.2
2025-08-23 06:02:28,david,file_access,192.168.0.13
2025-08-23 06:02:58,david,login_success,192.168.0.14
2025-08-23 06:03:28,david,config_change,192.168.0.18
2025-08-23 06:03:58,alice,config_change,192.168.0.19
2025-08-23 06:04:28,alice,login_fail,192.168.0.12
2025-08-23 06:04:58,charlie,login_fail,192.168.0.5
2025-08-23 06:05:28,bob,login_success,192.168.0.10
2025-08-23 06:05:58,david,login_success,192.168.0.6
2025-08-23 06:06:28,alice,login_fail,192.168.0.8
2025-08-23 06:06:58,charlie,file_access,192.168.0.14
2025-08-23 06:07:28,charlie,file_access,192.168.0.16
2025-08-23 06:07:58,alice,login_fail,192.168.0.3
2025-08-23 06:08:28,alice,login_fail,192.168.0.5
2025-08-23 06:08:58,bob,login_success,192.168.0.18
2025-08-23 06:09:28,bob,config_change,192.168.0.7
2025-08-23 06:09:58,david,login_fail,192.168.0.6
2025-08-23 06:10:28,david,file_access,192.168.0.18
2025-08-23 06:10:58,charlie,login_fail,192.168.0.19
2025-08-23 06:11:28,bob,config_change,192.168.0.14
2025-08-23 06:11:58,bob,login_fail,192.168.0.7
2025-08-23 06:12:28,charlie,login_success,192.168.0.7
2025-08-23 06:12:58,charlie,login_fail,192.168.0.19
2025-08-23 06:13:28,alice,login_success,192.168.0.18
2025-08-23 06:13:58,charlie,login_fail,192.168.0.17
2025-08-23 06:14:28,david,login_fail,192.168.0.11
2025-08-23 06:14:58,alice,login_fail,192.168.0.6
2025-08-23 06:15:28,alice,login_success,192.168.0.4
2025-08-23 06:15:58,alice,config_change,192.168.0.1
2025-08-23 06:16:28,alice,config_change,192.168.0.16
2025-08-23 06:16:58,david,config_change,192.168.0.17
2025-08-23 06:17:28,charlie,file_access,192.168.0.3
2025-08-23 06:17:58,alice,login_success,192.168.0.9
2025-08-23 06:18:28,alice,config_change,192.168.0.15
2025-08-23 06:18:58,bob,file_access,192.168.0.11
2025-08-23 06:19:28,bob,config_change,192.168.0.3
2025-08-23 06:19:58,alice,login_success,192.168.0.18
2025-08-23 06:20:28,bob,login_success,192.168.0.15
2025-08-23 06:20:58,charlie,file_access,192.168.0.18
2025-08-23 06:21:28,bob,config_change,192.168.0.6
2025-08-23 06:21:58,bob,login_fail,192.168.0.12
2025-08-23 06:22:28,charlie,login_fail,192.168.0.18
2025-08-23 06:22:58,david,file_access,192.168.0.8
2025-08-23 06:23:28,alice,config_change,192.168.0.13
2025-08-23 06:23:58,david,config_change,192.168.0.2
2025-08-23 06:24:28,charlie,login_fail,192.168.0.13
2025-08-23 06:24:58,charlie,config_change,192.168.0.12
2025-08-23 06:25:28,alice,file_access,192.168.0.5
2025-08-23 06:25:58,charlie,login_success,192.168.0.1
2025-08-23 06:26:28,bob,login_fail,192.168.0.12
2025-08-23 06:26:58,david,file_access,192.168.0.16
2025-08-23 06:27:28,bob,config_change,192.168.0.14
2025-08-23 06:27:58,alice,file_access,192.168.0.19
2025-08-23 06:28:28,alice,file_access,192.168.0.16
2025-08-23 06:28:58,bob,config_change,192.168.0.16
2025-08-23 06:29:28,alice,file_access,192.168.0.1
2025-08-23 06:29:58,alice,file_access,192.168.0.8
2025-08-23 06:30:28,charlie,file_access,192.168.0.19
2025-08-23 06:30:58,david,login_fail,192.168.0.18
2025-08-23 06:31:28,alice,file_access,192.168.0.4
2025-08-23 06:31:58,alice,login_fail,192.168.0.16
2025-08-23 06:32:28,bob,login_fail,192.168.0.9
2025-08-23 06:32:58,charlie,file_access,192.168.0.8
2025-08-23 06:33:28,david,login_fail,192.168.0.10
2025-08-23 06:33:58,bob,login_fail,192.168.0.3
2025-08-23 06:34:28,alice,config_change,192.168.0.6
2025-08-23 06:34:58,david,config_change,192.168.0.5
2025-08-23 06:35:28,bob,config_change,192.168.0.8
2025-08-23 06:35:58,bob,login_success,192.168.0.14
2025-08-23 06:36:28,bob,login_fail,192.168.0.4
2025-08-23 06:36:58,charlie,file_access,192.168.0.1
2025-08-23 06:37:28,charlie,file_access,192.168.0.13
2025-08-23 06:37:58,alice,file_access,192.168.0.2
2025-08-23 06:38:28,bob,file_access,192.168.0.2
2025-08-23 06:38:58,david,file_access,192.168.0.2
2025-08-23 06:39:28,david,file_access,192.168.0.12
2025-08-23 06:39:58,charlie,login_success,192.168.0.4
2025-08-23 06:40:28,alice,file_access,192.168.0.19
2025-08-23 06:40:58,alice,config_change,192.168.0.16
2025-08-23 06:41:28,bob,login_success,192.168.0.14
2025-08-23 06:41:58,alice,file_access,192.168.0.18
2025-08-23 06:42:28,david,login_fail,192.168.0.5
2025-08-23 06:42:58,alice,file_access,192.168.0.18
2025-08-23 06:43:28,alice,config_change,192.168.0.3
2025-08-23 06:43:58,charlie,config_change,192.168.0.5
2025-08-23 06:44:28,alice,login_fail,192.168.0.6
2025-08-23 06:44:58,alice,login_success,192.168.0.6
2025-08-23 06:45:28,alice,login_fail,192.168.0.9
2025-08-23 06:45:58,alice,login_success,192.168.0.4
2025-08-23 06:46:28,david,config_change,192.168.0.13
2025-08-23 06:46:58,bob,config_change,192.168.0.15
2025-08-23 06:47:28,charlie,file_access,192.168.0.15
2025-08-23 06:47:58,david,file_access,192.168.0.2
2025-08-23 06:48:28,bob,file_access,192.168.0.7
2025-08-23 06:48:58,david,login_success,192.168.0.3
2025-08-23 06:49:28,david,login_success,192.168.0.2
2025-08-23 06:49:58,charlie,login_success,192.168.0.14
2025-08-23 06:50:28,david,login_success,192.168.0.17
2025-08-23 06:50:58,alice,file_access,192.168.0.16
2025-08-23 06:51:28,david,login_success,192.168.0.2
2025-08-23 06:51:58,alice,file_access,192.168.0.2
2025-08-23 06:52:28,david,config_change,192.168.0.4
2025-08-23 06:52:58,alice,login_success,192.168.0.19
2025-08-23 06:53:28,david,login_fail,192.168.0.18
2025-08-23 06:53:58,bob,file_access,192.168.0.4
2025-08-23 06:54:28,david,login_success,192.168.0.5
2025-08-23 06:54:58,charlie,file_access,192.168.0.14
2025-08-23 06:55:28,charlie,login_fail,192.168.0.15
2025-08-23 06:55:58,charlie,login_success,192.168.0.15
2025-08-23 06:56:28,charlie,config_change,192.168.0.6
2025-08-23 06:56:58,alice,login_success,192.168.0.3
2025-08-23 06:57:28,david,config_change,192.168.0.18
2025-08-23 06:57:58,charlie,config_change,192.168.0.14
2025-08-23 06:58:28,alice,file_access,192.168.0.9
2025-08-23 06:58:58,bob,config_change,192.168.0.17
2025-08-23 06:59:28,charlie,file_access,192.168.0.5
2025-08-23 06:59:58,charlie,login_fail,192.168.0.4
2025-08-23 07:00:28,david,config_change,192.168.0.13
2025-08-23 07:00:58,alice,file_access,192.168.0.15
2025-08-23 07:01:28,charlie,login_fail,192.168.0.4
2025-08-23 07:01:58,david,login_fail,192.168.0.15
2025-08-23 07:02:28,david,login_success,192.168.0.7
2025-08-23 07:02:58,alice,file_access,192.168.0.7
2025-08-23 07:03:28,alice,file_access,192.168.0.17
2025-08-23 07:03:58,david,login_success,192.168.0.15
2025-08-23 07:04:28,david,login_fail,192.168.0.8
2025-08-23 07:04:58,bob,config_change,192.168.0.18
2025-08-23 07:05:28,alice,file_access,192.168.0.1
2025-08-23 07:05:58,david,config_change,192.168.0.3
2025-08-23 07:06:28,bob,login_success,192.168.0.3
2025-08-23 07:06:58,alice,config_change,192.168.0.1
2025-08-23 07:07:28,charlie,login_success,192.168.0.12
2025-08-23 07:07:58,alice,config_change,192.168.0.17
2025-08-23 07:08:28,alice,file_access,192.168.0.16
2025-08-23 07:08:58,charlie,login_fail,192.168.0.1
2025-08-23 07:09:28,alice,file_access,192.168.0.15
2025-08-23 07:09:58,bob,login_success,192.168.0.5
2025-08-23 07:10:28,charlie,login_fail,192.168.0.9
2025-08-23 07:10:58,alice,login_fail,192.168.0.11
2025-08-23 07:11:28,david,config_change,192.168.0.8
2025-08-23 07:11:58,david,login_fail,192.168.0.19
2025-08-23 07:12:28,charlie,login_success,192.168.0.4
2025-08-23 07:12:58,charlie,login_success,192.168.0.19
2025-08-23 07:13:28,bob,login_success,192.168.0.3
2025-08-23 07:13:58,david,login_fail,192.168.0.13
2025-08-23 07:14:28,charlie,config_change,192.168.0.12
2025-08-23 07:14:58,bob,login_fail,192.168.0.5
2025-08-23 07:15:28,bob,file_access,192.168.0.17
2025-08-23 07:15:58,david,login_success,192.168.0.10
2025-08-23 07:16:28,alice,file_access,192.168.0.14
2025-08-23 07:16:58,bob,login_success,192.168.0.17
2025-08-23 07:17:28,bob,file_access,192.168.0.19
2025-08-23 07:17:58,bob,file_access,192.168.0.11
2025-08-23 07:18:28,alice,login_success,192.168.0.6
2025-08-23 07:18:58,charlie,config_change,192.168.0.18
2025-08-23 07:19:28,bob,login_success,192.168.0.2
2025-08-23 07:19:58,alice,config_change,192.168.0.8
2025-08-23 07:20:28,charlie,file_access,192.168.0.7
2025-08-23 07:20:58,david,login_success,192.168.0.18
2025-08-23 07:21:28,alice,login_success,192.168.0.8
2025-08-23 07:21:58,david,login_success,192.168.0.7
2025-08-23 07:22:28,bob,config_change,192.168.0.14
2025-08-23 07:22:58,charlie,file_access,192.168.0.10
2025-08-23 07:23:28,bob,login_success,192.168.0.6
2025-08-23 07:23:58,alice,file_access,192.168.0.15
2025-08-23 07:24:28,david,file_access,192.168.0.6
2025-08-23 07:24:58,alice,config_change,192.168.0.10
2025-08-23 07:25:28,charlie,file_access,192.168.0.17
2025-08-23 07:25:58,alice,login_success,192.168.0.7
2025-08-23 07:26:28,bob,file_access,192.168.0.18
2025-08-23 07:26:58,alice,login_fail,192.168.0.5
2025-08-23 07:27:28,david,login_success,192.168.0.19
2025-08-23 07:27:58,bob,config_change,192.168.0.1
2025-08-23 07:28:28,alice,config_change,192.168.0.19
2025-08-23 07:28:58,alice,login_fail,192.168.0.12
2025-08-23 07:29:28,david,login_fail,192.168.0.13
2025-08-23 07:29:58,david,login_fail,192.168.0.15
2025-08-23 07:30:28,charlie,config_change,192.168.0.4
2025-08-23 07:30:58,david,config_change,192.168.0.14
2025-08-23 07:31:28,charlie,file_access,192.168.0.12
2025-08-23 07:31:58,alice,login_fail,192.168.0.15
2025-08-23 07:32:28,alice,login_success,192.168.0.3
2025-08-23 07:32:58,alice,file_access,192.168.0.19
2025-08-23 07:33:28,charlie,file_access,192.168.0.7
2025-08-23 07:33:58,bob,login_fail,192.168.0.12
2025-08-23 07:34:28,charlie,file_access,192.168.0.10
2025-08-23 07:34:58,alice,login_success,192.168.0.6
2025-08-23 07:35:28,alice,file_access,192.168.0.14
2025-08-23 07:35:58,david,file_access,192.168.0.12
2025-08-23 07:36:28,david,file_access,192.168.0.2
2025-08-23 07:36:58,alice,login_success,192.168.0.17
2025-08-23 07:37:28,alice,login_fail,192.168.0.10
2025-08-23 07:37:58,alice,login_fail,192.168.0.16
